iter	Logloss
203	0.4387150437
204	0.4385187473
205	0.4382759998
206	0.4378146663
207	0.4375417494
208	0.4373878555
209	0.4370478087
210	0.436849118
211	0.436640719
212	0.4363880457
213	0.4362283182
214	0.436223747
215	0.4358802175
216	0.435718618
217	0.435434121
218	0.4352953335
219	0.4350853238
220	0.4349494096
221	0.4347849368
222	0.4345100174
223	0.4343189887
224	0.4341014476
225	0.4337601383
226	0.4333090354
227	0.4329541434
228	0.4328228438
229	0.432605738
230	0.4324681259
231	0.4320450591
232	0.4317603445
233	0.4313925663
234	0.4311753299
235	0.4308093366
236	0.4304819148
237	0.430381481
238	0.430300246
239	0.4300776548
240	0.4298443543
241	0.4294545912
242	0.4291572081
243	0.4287887769
244	0.4283280094
245	0.4280170871
246	0.4278494798
247	0.4277385978
248	0.4273316823
249	0.42709368
250	0.4270160583
251	0.4267584655
252	0.426535439
253	0.4261677044
254	0.4258959195
255	0.4256086798
256	0.4253866111
257	0.4251852648
258	0.4249670271
259	0.4248267159
260	0.424607651
261	0.4244078284
262	0.424183017
263	0.4237911643
264	0.4233822462
265	0.4231685796
266	0.4228843874
267	0.4225516108
268	0.4222381635
269	0.4221359449
270	0.4217089165
271	0.4213601628
272	0.4212665639
273	0.4208922992
274	0.420774234
275	0.420317994
276	0.4198375054
277	0.4194486566
278	0.4191422619
279	0.4188754834
280	0.4184470619
281	0.4181355736
282	0.4178366668
283	0.4174310137
284	0.4171389418
285	0.4168131743
286	0.4165544061
287	0.4162289868
288	0.415964298
289	0.4156502847
290	0.4153993092
291	0.4150551267
292	0.4148332321
293	0.4145518261
294	0.414294451
295	0.4140002894
296	0.4138088689
297	0.4134986431
298	0.4132462745
299	0.4129237285
300	0.4127370532
301	0.4125210793
302	0.4121053263
303	0.4117817355
304	0.4113035977
305	0.4109266338
306	0.4107371723
307	0.4105071368
308	0.4100435831
309	0.4098104131
310	0.4095899987
311	0.4092910048
312	0.4090015014
313	0.408765197
314	0.4085501808
315	0.4082414352
316	0.4080613772
317	0.4079167561
318	0.4076470172
319	0.4073658289
320	0.4069511642
321	0.4066637504
322	0.4064651467
323	0.4062607965
324	0.4060601902
325	0.40576272
326	0.4052872814
327	0.4049986487
328	0.404815195
329	0.4045486777
330	0.4042884293
331	0.4041157721
332	0.4038768556
333	0.4036741597
334	0.4034904447
335	0.4032782148
336	0.4029567572
337	0.4026391741
338	0.4022206349
339	0.4021112766
340	0.4018431485
341	0.4014839466
342	0.4013071101
343	0.4011684532
344	0.400872855
345	0.400584527
346	0.4002608926
347	0.3998296414
348	0.3996097494
349	0.3993235111
350	0.3990988738
351	0.3988030579
352	0.3986438528
353	0.398461618
354	0.3981560069
355	0.3978751233
356	0.3975616324
357	0.3971902845
358	0.3970028691
359	0.3967712664
360	0.3965590799
361	0.3962399732
362	0.3959793766
363	0.3957644039
364	0.395566758
365	0.3952735106
366	0.3950594958
367	0.3946271997
368	0.3944049133
369	0.3939809758
370	0.393637664
371	0.393263791
372	0.3931130315
373	0.3929208274
374	0.3925523091
375	0.3922099986
376	0.3920377767
377	0.391841785
378	0.391549539
379	0.3913374831
380	0.391020379
381	0.3907083683
382	0.3904898694
383	0.3901593566
384	0.3898574894
385	0.3897645871
386	0.3894515752
387	0.3892767412
388	0.3889230682
389	0.3885063139
390	0.3882431487
391	0.3881253013
392	0.3878902158
393	0.3875466862
394	0.3872725069
395	0.386932286
396	0.3867821795
397	0.3866582808
398	0.3864156203
399	0.3860704365
400	0.3857564668
401	0.385465309
402	0.385423429
403	0.3852260007
404	0.3849937015
405	0.3846974937
406	0.3845409442
407	0.3845011974
408	0.3842768213
409	0.3840833547
410	0.3838417826
411	0.383692155
412	0.3833558087
413	0.38318067
414	0.3829280402
415	0.3826877741
416	0.3824567373
417	0.3822190833
418	0.3819521742
419	0.3816374209
420	0.3813686398
421	0.3812094782
422	0.3810115711
423	0.3806417903
424	0.380294125
425	0.3800009212
426	0.3797451569
427	0.3797067596
428	0.3793569176
429	0.3789984557
430	0.3787081252
431	0.3785396908
432	0.3783880171
433	0.3781744376
434	0.3781231541
435	0.3779635572
436	0.3777552889
437	0.3776137587
438	0.3773128929
439	0.3770203856
440	0.3769009709
441	0.3767700631
442	0.3763996293
443	0.3760214029
444	0.3758975912
445	0.3756038214
446	0.3753316011
447	0.3749751854
448	0.3746491567
449	0.3746203805
450	0.3744023605
451	0.374080424
452	0.3738856948
453	0.3736669783
454	0.3734139566
455	0.373274995
456	0.3730381246
457	0.3727977715
458	0.3724909414
459	0.3723918137
460	0.3722689597
461	0.3720183325
462	0.3716529922
463	0.371572236
464	0.3715378439
465	0.3712056333
466	0.3710058977
467	0.3708183517
468	0.3706027696
469	0.3704080405
470	0.370177352
471	0.3701529727
472	0.369861162
473	0.369537963
474	0.3693194206
475	0.3691050139
476	0.368946723
477	0.3687212151
478	0.368527226
479	0.3682722889
480	0.3680566633
481	0.3678010731
482	0.3676383417
483	0.3673955942
484	0.3673492736
485	0.3669901588
486	0.3668181111
487	0.3667480643
488	0.3665091478
489	0.3663658327
490	0.3661332722
491	0.3658748088
492	0.3656809939
493	0.365481476
494	0.3651806754
495	0.3650157455
496	0.3648636365
497	0.3645386743
498	0.3643623602
499	0.3641879181
500	0.3641569869
501	0.3639759276
502	0.3638243192
503	0.3636775649
504	0.3634399327
505	0.3632537798
506	0.3629713072
507	0.3627913362
508	0.3624562306
509	0.3622708178
510	0.3620975511
511	0.3620679477
512	0.3619851889
513	0.361751736
514	0.3615670633
515	0.3613203324
516	0.3611635216
517	0.3609812433
518	0.3606716706
519	0.3604305773
520	0.3600910965
521	0.3598270607
522	0.3596533151
523	0.3592951362
524	0.3590998847
525	0.358991593
526	0.358892683
527	0.3586581634
528	0.3585439946
529	0.358403444
530	0.3583055787
531	0.3581421943
532	0.3578487946
533	0.3576767033
534	0.3574256625
535	0.3572432753
536	0.3572429924
537	0.3572126925
538	0.3569914944
539	0.3566963969
540	0.356496683
541	0.3562626424
542	0.356172548
543	0.3559610799
544	0.355663675
545	0.3553123746
546	0.3550835146
547	0.3548092699
548	0.3546107751
549	0.3542915159
550	0.3542632839
551	0.3539859701
552	0.35380909
553	0.3535771826
554	0.3535535434
555	0.3534353912
556	0.353325837
557	0.3531500018
558	0.3529946495
559	0.3527954363
560	0.3526690125
561	0.3525725839
562	0.3524801388
563	0.3523541286
564	0.3521222211
565	0.3518320865
566	0.3515724694
567	0.3513896251
568	0.3512144429
569	0.3511746525
570	0.3509624443
571	0.3507366534
572	0.3505692203
573	0.3503420363
574	0.3501639808
575	0.3499897346
576	0.349940432
577	0.3499208633
578	0.3497599385
579	0.3497138792
580	0.3493867839
581	0.3490704198
582	0.3487967846
583	0.3486453286
584	0.3484670772
585	0.3482350827
586	0.3480459695
587	0.3477932526
588	0.3474777156
589	0.3474091926
590	0.3472742361
591	0.3471040386
592	0.3469704969
593	0.3468674947
594	0.3467229824
595	0.3464099051
596	0.3461196616
597	0.3459629162
598	0.3456787893
599	0.3453467746
600	0.3452117963
601	0.3451471043
602	0.34510357
603	0.3449820656
604	0.344636947
605	0.3444158143
606	0.3441882167
607	0.3441595276
608	0.3440246582
609	0.3437910964
610	0.3435884876
611	0.3435664157
612	0.3432878829
613	0.3431620469
614	0.3431613285
615	0.3430395194
616	0.3428735665
617	0.3426153643
618	0.3424797113
619	0.3422924265
620	0.3420707061
621	0.341881767
622	0.3417256963
623	0.3415791815
624	0.3412602271
625	0.3411327368
626	0.3407986106
627	0.3406637412
628	0.3405816354
629	0.3404047118
630	0.3403530583
631	0.3402979656
632	0.3401893692
633	0.3400550657
634	0.3398378729
635	0.3396318901
636	0.3395608856
637	0.3394162862
638	0.3393835484
639	0.3393225132
640	0.3392181614
641	0.3390859694
642	0.3389855574
643	0.3387871714
644	0.3387681033
645	0.3385190433
646	0.3383495641
647	0.3381333943
648	0.3379949333
649	0.3376610684
650	0.3374662086
651	0.3372999945
652	0.337096602
653	0.3368397276
654	0.3368162408
655	0.3366579064
656	0.3364125903
657	0.3361093736
658	0.3359666245
659	0.3357282086
660	0.3355321081
661	0.335405162
662	0.3352106505
663	0.3351891446
664	0.3349493574
665	0.3349322919
666	0.3349152917
667	0.3347939615
668	0.334596272
669	0.3344883721
670	0.3344167581
671	0.3340348748
672	0.3339678755
673	0.3338579513
674	0.3337474611
675	0.3336569314
676	0.3335532326
677	0.3333834486
678	0.3333304456
679	0.3332656664
680	0.3330500408
681	0.3329333035
682	0.3328242935
683	0.3326542265
684	0.3325039242
685	0.3324882518
686	0.3323556897
687	0.332183925
688	0.3319091362
689	0.3317624472
690	0.3314703752
691	0.3312090603
692	0.3310612394
693	0.3309466352
694	0.3307566731
695	0.3305454009
696	0.3303509548
697	0.3301733346
698	0.3300046608
699	0.3298198139
700	0.3295669664
701	0.3295471801
702	0.3294469423
703	0.3291768334
704	0.3289911376
705	0.3289668672
706	0.3288733554
707	0.3287895736
708	0.3286816302
709	0.3286126282
710	0.3283505732
711	0.3283280224
712	0.328071148
713	0.327845836
714	0.3276741148
715	0.3275384835
716	0.3273603192
717	0.3271109544
718	0.3268285253
719	0.3266520153
720	0.3264873902
721	0.3263801651
722	0.3263080722
723	0.3262186309
724	0.3261197426
725	0.3259345475
726	0.3256983954
727	0.3253906076
728	0.3252611364
729	0.3251262235
730	0.3249754858
731	0.3247562251
732	0.3245451923
733	0.3245149142
734	0.324256516
735	0.3240130502
736	0.3237822964
737	0.3235519126
738	0.3234301253
739	0.3232510467
740	0.3230347028
741	0.3227781984
742	0.3225832298
743	0.322375571
744	0.3221030242
745	0.3220861329
746	0.3219020697
747	0.321688599
748	0.3216006814
749	0.3214631564
750	0.3214096309
751	0.321297247
752	0.3211622905
753	0.3209894591
754	0.3208020002
755	0.3206021558
756	0.32038037
757	0.3201540567
758	0.3199483569
759	0.3198217808
760	0.3196273564
761	0.3194976676
762	0.3194715688
763	0.3192385294
764	0.3190863986
765	0.3188595411
766	0.3186868404
767	0.318515315
768	0.3182737865
769	0.3180807552
770	0.3179489985
771	0.317820028
772	0.3175848772
773	0.3172809421
774	0.3171172747
775	0.3169503423
776	0.3168328431
777	0.3165860469
778	0.3164589048
779	0.3163431905
780	0.31611568
781	0.3159318997
782	0.3157595473
783	0.3156474028
784	0.3154952502
785	0.3154538926
786	0.3153185225
787	0.3152179364
788	0.3151668271
789	0.3149440183
790	0.3148960652
791	0.314805492
792	0.3147227768
793	0.3146924333
794	0.3145976808
795	0.3143736313
796	0.3142486006
797	0.3139927057
798	0.3137115174
799	0.3135381636
800	0.3134761925
801	0.3133425202
802	0.3131979427
803	0.3130438311
804	0.3129605063
805	0.3128011053
806	0.3126338464
807	0.3125708304
808	0.3122934948
809	0.3121066889
810	0.3119947186
811	0.311863049
812	0.3117345791
813	0.3116036278
814	0.3113982327
815	0.3112597717
816	0.3111283415
817	0.3108316985
818	0.3106692065
819	0.3104801586
820	0.3103910656
821	0.3101459237
822	0.3100136663
823	0.3098611655
824	0.3097389646
825	0.309519965
826	0.3093500722
827	0.3091146385
828	0.3089196699
829	0.3087900899
830	0.3086256607
831	0.3084242708
832	0.308294582
833	0.3081465216
834	0.3078534049
835	0.3076664248
836	0.3075143158
837	0.3074167118
838	0.3072964482
839	0.3071454058
840	0.30701637
841	0.3069911636
842	0.3068873124
843	0.3068277356
844	0.3066963272
845	0.3065100655
846	0.3062485329
847	0.3062333612
848	0.3059867826
849	0.3058429451
850	0.3056988464
851	0.3056720075
852	0.3054455418
853	0.3052676823
854	0.3051706007
855	0.3049813569
856	0.3049688625
857	0.3048732611
858	0.3047786392
859	0.3046099653
860	0.3044789705
861	0.3043220291
862	0.3042226838
863	0.3040217292
864	0.3038704256
865	0.3036532545
866	0.3034757214
867	0.3032685415
868	0.3030948176
869	0.3028381609
870	0.3027186591
871	0.3026984809
872	0.3024305488
873	0.3022269822
874	0.3021354294
875	0.3020428754
876	0.3019367604
877	0.3017643427
878	0.301615847
879	0.3016020901
880	0.3014773207
881	0.3013433655
882	0.3012241249
883	0.3010249117
884	0.300853147
885	0.3007421126
886	0.3005495384
887	0.3004804712
888	0.3003913128
889	0.3001615386
890	0.2999032928
891	0.2998279784
892	0.299687123
893	0.2994820109
894	0.2993200849
895	0.2991626429
896	0.2989139965
897	0.2987136079
898	0.2984978299
899	0.2982963094
900	0.2979874767
901	0.2978958587
902	0.2976552879
903	0.2974816511
904	0.2973932111
905	0.2972358562
906	0.2969094574
907	0.2967965076
908	0.2967521025
909	0.296627159
910	0.2964537616
911	0.2962774911
912	0.2961494566
913	0.2960157408
914	0.2960054014
915	0.2957832891
916	0.2955537761
917	0.2954788752
918	0.2953647499
919	0.2952366719
920	0.2951395903
921	0.2949987784
922	0.2948332608
923	0.2946697458
924	0.2945355294
925	0.2943042532
926	0.2940562816
927	0.2939667314
928	0.2937302746
929	0.2936142773
930	0.2934690903
931	0.2933312823
932	0.2931587339
933	0.2930119796
934	0.2928543853
935	0.2927027987
936	0.292482036
937	0.2923389821
938	0.2922508686
939	0.2920593175
940	0.291835072
941	0.2916799156
942	0.2914936757
943	0.2914827703
944	0.2913894109
945	0.2912662958
946	0.2911818609
947	0.2909597922
948	0.2908720923
949	0.2907273841
950	0.2904981322
951	0.2904203581
952	0.2903700977
953	0.2902976565
954	0.290179722
955	0.2900720615
956	0.2898938754
957	0.2897442479
958	0.2896654072
959	0.289523877
960	0.2892936239
961	0.2891476097
962	0.289038752
963	0.2889356191
964	0.2888849234
965	0.2888506619
966	0.288737342
967	0.288651884
968	0.2884550217
969	0.288235848
970	0.288147408
971	0.2880844138
972	0.2879435802
973	0.2878583182
974	0.2878160681
975	0.2877174845
976	0.2876196193
977	0.2875315276
978	0.2874250861
979	0.2872016678
980	0.2870380657
981	0.286903131
982	0.2867675868
983	0.2866860688
984	0.286499154
985	0.286393235
986	0.2862108696
987	0.2861700344
988	0.2859782873
989	0.2859123981
990	0.2856561114
991	0.2854587049
992	0.2852390088
993	0.2851841991
994	0.2850730341
995	0.2849145473
996	0.2847664434
997	0.2846374076
998	0.2845296384
999	0.2845167304
